OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_2929,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_2930,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,uncultured bacterium
OTU_2931,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
OTU_2932,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Candidatus Gastranaerophilales bacterium Zag_111,ND,ND
OTU_2933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_2934,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_2935,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Pseudopleuronectes yokohamae (marbled flounder)
OTU_2936,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,uncultured bacterium
OTU_2937,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus aquiradiocola
OTU_2938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,metagenome
OTU_2939,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,uncultured bacterium
OTU_2940,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,uncultured bacterium
OTU_2941,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_2943,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,ND,ND
OTU_2944,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,metagenome,ND,ND
OTU_2945,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,actinobacterium 645283
OTU_2946,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured Thiotrichales bacterium
OTU_2948,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,ND,ND
OTU_2949,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Cryptoglena sp. 3 JIK-2012,ND,ND
OTU_2950,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_2951,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
OTU_2952,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,ND
OTU_2953,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured Firmicutes bacterium,ND
OTU_2954,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11,uncultured bacterium
OTU_2955,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_2956,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured phototrophic eukaryote,ND,ND
OTU_2957,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,metagenome,ND
OTU_2958,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella,Fibrella aestuarina BUZ 2
OTU_2959,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Andalucia godoyi,ND
OTU_2960,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
OTU_2961,Bacteria,Acidobacteria,Subgroup 17,uncultured bacterium,ND,ND,ND
OTU_2962,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,uncultured Planctomycetales bacterium,ND,ND
OTU_2963,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,metagenome
OTU_2964,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_2965,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,uncultured bacterium
OTU_2966,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured bacterium
OTU_2967,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,uncultured bacterium
OTU_2968,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_2969,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,metagenome
OTU_2970,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_2971,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,uncultured,uncultured bacterium
OTU_2972,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured rumen bacterium
OTU_2973,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
OTU_2974,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,uncultured planctomycete
OTU_2975,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured gamma proteobacterium
OTU_2976,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured Planctomycetales bacterium
OTU_2977,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,uncultured bacterium
OTU_2978,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,ND,ND
OTU_2979,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,MWH-CFBk5,uncultured Bacteroidetes bacterium,ND
OTU_2980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,Variibacter gotjawalensis
OTU_2981,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,metagenome
OTU_2982,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured alpha proteobacterium,ND
OTU_2983,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_2984,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium kwangjuense
OTU_2985,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexi bacterium,ND
OTU_2986,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,bacterium endosymbiont of Mortierella elongata
OTU_2987,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonas,Solimonas terrae
OTU_2988,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_2989,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured planctomycete
OTU_2990,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
OTU_2991,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae
OTU_2992,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,uncultured bacterium
OTU_2993,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
OTU_2994,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
OTU_2995,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured bacterium
OTU_2996,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_2997,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
OTU_2998,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured bacterium
OTU_2999,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,uncultured,uncultured Cystobacterineae bacterium
OTU_3000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium
OTU_3001,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_3002,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,metagenome
OTU_3003,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,uncultured bacterium
OTU_3004,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,uncultured bacterium
OTU_3005,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
OTU_3006,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_3007,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),24-Nov,uncultured bacterium,ND,ND
OTU_3008,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Ezakiella,Ezakiella peruensis
OTU_3009,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus macrosporus
OTU_3010,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured bacterium
OTU_3011,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,uncultured bacterium,ND
OTU_3012,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured rumen bacterium
OTU_3013,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Mizugakiibacter,Xanthomonadaceae bacterium LF70
OTU_3014,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_3015,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_3016,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,uncultured bacterium
OTU_3017,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sonorensis
OTU_3018,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,uncultured bacterium
OTU_3019,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_3020,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Carnegiea gigantea,ND,ND
OTU_3021,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,uncultured bacterium
OTU_3022,Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium,ND,ND,ND
OTU_3023,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured bacterium,ND
OTU_3024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,metagenome
OTU_3025,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,ND,ND
OTU_3026,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
OTU_3027,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,ND
OTU_3028,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uncultured bacterium,ND,ND
OTU_3029,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_3030,Bacteria,Acidobacteria,Subgroup 25,uncultured Acidobacteria bacterium,ND,ND,ND
OTU_3031,Bacteria,Elusimicrobia,Lineage IIa,bacterium LWH54,ND,ND,ND
OTU_3032,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured bacterium,ND,ND
OTU_3033,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,uncultured bacterium
OTU_3034,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,metagenome
OTU_3035,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Picea glauca (white spruce),ND,ND
OTU_3036,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,uncultured,uncultured bacterium
OTU_3037,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
OTU_3038,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_3039,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_3041,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
OTU_3042,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured Planctomycetaceae bacterium
OTU_3043,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,ND
OTU_3044,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured forest soil bacterium,ND
OTU_3045,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured bacterium
OTU_3046,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured Nitrospiraceae bacterium
OTU_3047,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OTU_3049,Bacteria,Actinobacteria,MB-A2-108,uncultured actinobacterium,ND,ND,ND
OTU_3050,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,ND
OTU_3051,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured organism
OTU_3052,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,uncultured alpha proteobacterium
OTU_3053,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_3054,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_3055,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_3056,Bacteria,Chloroflexi,P2-11E,uncultured bacterium,ND,ND,ND
OTU_3057,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoflavimicrobium,uncultured Bacillales bacterium
OTU_3058,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_3059,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_3060,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,ND
OTU_3061,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,uncultured Sporocytophaga sp.
OTU_3062,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured bacterium
OTU_3063,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella atlantae
OTU_3064,Bacteria,Chloroflexi,Dehalococcoidia,S085,uncultured bacterium,ND,ND
OTU_3065,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_3066,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Longimycelium,uncultured bacterium
OTU_3067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_3068,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured bacterium,ND,ND,ND
OTU_3069,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured bacterium
OTU_3070,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,uncultured bacterium,ND,ND
OTU_3071,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,uncultured bacterium,ND,ND
OTU_3072,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter,uncultured bacterium
OTU_3073,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,ND,ND,ND
OTU_3074,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,uncultured bacterium
OTU_3075,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
OTU_3076,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,uncultured bacterium
OTU_3077,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare
OTU_3078,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_3079,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured alpha proteobacterium
OTU_3080,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,uncultured Salinimicrobium sp.
OTU_3081,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Galbibacter,Galbibacter marinus
OTU_3082,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
OTU_3083,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium
OTU_3084,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,unidentified bacterium wb1_C17
OTU_3085,Bacteria,Patescibacteria,Parcubacteria,Candidatus Campbellbacteria,marine metagenome,ND,ND
OTU_3086,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Midichloria,uncultured Rickettsiales bacterium
OTU_3087,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_3088,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured organism
OTU_3089,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,uncultured,uncultured bacterium
OTU_3090,Bacteria,Chloroflexi,N9D0,uncultured bacterium,ND,ND,ND
OTU_3091,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_3092,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Ignavigranum,uncultured bacterium
OTU_3093,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured bacterium
OTU_3094,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,uncultured actinobacterium
OTU_3095,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
OTU_3096,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,uncultured bacterium,ND
OTU_3097,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured planctomycete
OTU_3098,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,uncultured bacterium,ND,ND
OTU_3099,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,metagenome
OTU_3100,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,ND,ND,ND
OTU_3101,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
OTU_3102,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,uncultured bacterium
OTU_3103,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Ezakiella,uncultured bacterium
OTU_3104,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_3105,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
OTU_3106,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomycetaceae bacterium CNQ-140
OTU_3107,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
OTU_3108,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Candidatus Nostocoida,Candidatus Nostocoida acidiphila
OTU_3109,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Paludisphaera,planctomycete str. 532
OTU_3110,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured bacterium
OTU_3111,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_3112,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Bryocella,uncultured bacterium
OTU_3113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured organism
OTU_3114,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus daqui
OTU_3115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,uncultured,metagenome
OTU_3116,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured bacterium,ND,ND
OTU_3117,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured delta proteobacterium
OTU_3118,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,uncultured bacterium
OTU_3119,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Criblamydiaceae,uncultured organism,ND
OTU_3120,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,uncultured bacterium
OTU_3121,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_3122,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured soil bacterium
OTU_3123,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_3124,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,uncultured Rickettsia sp.
