OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1412,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,uncultured bacterium
OTU_1414,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
OTU_1415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,anaerobic digester metagenome
OTU_1416,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,uncultured Flavisolibacter sp.
OTU_1417,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured Pirellula sp.
OTU_1419,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,uncultured,metagenome
OTU_1420,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome
OTU_1421,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas sp. MCCC1A07691
OTU_1422,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis PCC 7203,Chroococcidiopsis sp. BB82.3
OTU_1423,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured proteobacterium
OTU_1424,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium
OTU_1425,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,uncultured bacterium
OTU_1426,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,uncultured Caulobacter sp.
OTU_1427,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_1428,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
OTU_1429,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_1430,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,uncultured bacterium
OTU_1431,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,ND,ND,ND
OTU_1432,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_1433,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium magnum DSM 20222
OTU_1434,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1435,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,ND,ND,ND
OTU_1436,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_1437,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,metagenome
OTU_1438,Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium,ND,ND,ND
OTU_1439,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium
OTU_1440,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,uncultured bacterium
OTU_1442,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,ND
OTU_1443,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,uncultured bacterium
OTU_1444,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,uncultured Bacteroidetes bacterium
OTU_1445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter,Scytonema tolypothrichoides VB-61278
OTU_1446,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,uncultured bacterium
OTU_1447,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,JGI 0001001-H03,uncultured bacterium
OTU_1448,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_1449,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thermophilum
OTU_1450,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_1451,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured Candidatus Rhabdochlamydia sp.
OTU_1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured rumen bacterium
OTU_1453,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
OTU_1454,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LWH105
OTU_1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured bacterium,ND
OTU_1456,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces khenchelensis
OTU_1457,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured Acidobacteria bacterium
OTU_1458,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,unidentified
OTU_1459,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured planctomycete,ND
OTU_1460,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured bacterium
OTU_1461,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
OTU_1462,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_1463,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured euryarchaeote,ND,ND
OTU_1464,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured alpha proteobacterium
OTU_1465,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured crenarchaeote,ND,ND,ND
OTU_1466,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,beta proteobacterium 'Mena 23/3-3c'
OTU_1467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1468,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,uncultured bacterium,ND
OTU_1469,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7,uncultured beta proteobacterium
OTU_1470,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured bacterium
OTU_1471,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_1472,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_1473,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),DS-100,uncultured bacterium,ND,ND
OTU_1474,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
OTU_1475,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,uncultured Acidobacteria bacterium,ND
OTU_1476,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
OTU_1477,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured soil bacterium
OTU_1478,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured Acetobacteraceae bacterium
OTU_1479,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,uncultured bacterium
OTU_1480,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,ND
OTU_1481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,uncultured bacterium
OTU_1482,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),24-Nov,uncultured Acidobacteria bacterium,ND,ND
OTU_1483,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_1485,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,ND
OTU_1486,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
OTU_1487,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1488,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured Gemmata sp.
OTU_1489,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma escalantus
OTU_1490,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Mastigocladopsis PCC-10914,uncultured bacterium
OTU_1491,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured,uncultured bacterium
OTU_1492,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_1493,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OTU_1494,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured archaeon,ND,ND
OTU_1495,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,uncultured bacterium
OTU_1496,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,uncultured bacterium
OTU_1497,Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured bacterium,ND,ND
OTU_1498,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,ND
OTU_1499,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma sp. 15J11-2
OTU_1500,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,uncultured Acidobacteria bacterium,ND
OTU_1501,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,uncultured,uncultured bacterium,ND
OTU_1502,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Panacagrimonas,gamma proteobacterium DFTK16
OTU_1503,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured bacterium
OTU_1504,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium gobiense
OTU_1505,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1506,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,ND,ND,ND
OTU_1507,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_1508,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
OTU_1509,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,uncultured bacterium
OTU_1510,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_1511,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,ND
OTU_1512,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,metagenome
OTU_1513,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
OTU_1514,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1515,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,uncultured organism
OTU_1516,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
OTU_1517,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp.
OTU_1518,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,ND
OTU_1519,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,uncultured bacterium
OTU_1520,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,uncultured bacterium
OTU_1521,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,metagenome,ND
OTU_1522,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,uncultured bacterium
OTU_1523,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
OTU_1524,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,ND
OTU_1525,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_1526,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
OTU_1527,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured endolithic bacterium
OTU_1528,Bacteria,Elusimicrobia,Lineage IIa,bacterium LWH54,ND,ND,ND
OTU_1529,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured planctomycete
OTU_1530,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1531,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_1532,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
OTU_1533,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter,Parasegetibacter luojiensis
OTU_1534,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,uncultured bacterium
OTU_1535,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
OTU_1536,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured rumen bacterium
OTU_1537,Bacteria,Armatimonadetes,uncultured,metagenome,ND,ND,ND
OTU_1538,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured bacterium,ND
OTU_1539,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,uncultured,uncultured bacterium
OTU_1540,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,Acetobacteraceae bacterium MP03
OTU_1541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Afipia sp. Root123D2
OTU_1542,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured bacterium
OTU_1543,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella adelaidensis
OTU_1544,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
OTU_1545,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,metagenome,ND
OTU_1546,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Ac37b,Rickettsiales bacterium Ac37b
OTU_1547,Bacteria,Armatimonadetes,uncultured,metagenome,ND,ND,ND
OTU_1548,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,ND
OTU_1549,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_1550,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas,uncultured bacterium
OTU_1551,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,uncultured bacterium
OTU_1552,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,ND
OTU_1553,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,Parcubacteria group bacterium GW2011_GWE2_42_14,ND,ND
OTU_1554,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured bacterium
OTU_1555,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_1556,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured bacterium
OTU_1557,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,ND
OTU_1558,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
OTU_1559,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured Rhodospirillaceae bacterium
OTU_1560,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,uncultured bacterium
OTU_1561,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_1562,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
OTU_1563,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,ND,ND
OTU_1564,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OTU_1565,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured actinobacterium,ND
OTU_1566,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
OTU_1567,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_1568,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens
OTU_1569,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_1570,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_1571,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,bacterium enrichment culture clone KIST-JJY169
OTU_1572,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured bacterium
OTU_1573,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
OTU_1574,ND,ND,ND,ND,ND,ND,ND
OTU_1575,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,BIyi10,uncultured bacterium
OTU_1576,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_1577,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_1578,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter tournemirensis
OTU_1579,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Aquicella sp. LY80
OTU_1580,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
OTU_1581,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
OTU_1582,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
OTU_1583,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,Cytophagaceae bacterium N010
OTU_1584,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,metagenome,ND
OTU_1585,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,metagenome
OTU_1586,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,Waddliaceae bacterium cvE65
OTU_1587,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,uncultured Planctomyces sp.
OTU_1588,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
OTU_1589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,uncultured bacterium
OTU_1590,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Acidobacteria bacterium LX3
OTU_1591,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,ND,ND
OTU_1592,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-001,unidentified
OTU_1593,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured soil bacterium
OTU_1594,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
OTU_1595,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas matsuisoli
OTU_1596,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,uncultured Bacteroidetes bacterium
OTU_1597,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,metagenome
OTU_1598,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
OTU_1599,ND,ND,ND,ND,ND,ND,ND
OTU_1600,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured bacterium
OTU_1601,Bacteria,Patescibacteria,Microgenomatia,Candidatus Shapirobacteria,uncultured bacterium,ND,ND
OTU_1602,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella,Nibrella saemangeumensis
OTU_1603,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OTU_1604,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,metagenome
OTU_1605,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
OTU_1606,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium
OTU_1607,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
OTU_1608,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,uncultured Firmicutes bacterium
OTU_1609,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured bacterium
OTU_1610,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,uncultured bacterium
OTU_1611,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured bacterium
OTU_1612,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,uncultured bacterium
OTU_1613,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,ND
OTU_1614,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured organism
OTU_1615,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,uncultured bacterium
OTU_1616,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured bacterium
OTU_1617,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,uncultured bacterium
OTU_1618,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,uncultured bacterium
OTU_1619,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
OTU_1620,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,Stackebrandtia nassauensis DSM 44728
OTU_1622,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
OTU_1623,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured,metagenome
OTU_1624,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured Aquicella sp.
OTU_1625,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,uncultured bacterium
OTU_1626,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
OTU_1627,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured bacterium,ND
OTU_1628,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,uncultured bacterium
OTU_1629,Bacteria,Rokubacteria,NC10,Rokubacteriales,uncultured bacterium,ND,ND
OTU_1630,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,metagenome
OTU_1631,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp. JJ008
OTU_1632,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_1633,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_1634,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured Acetobacteraceae bacterium,ND
